,data_index,link,position_name,company_name
0,0,https://justjoin.it/offers/future-mind-experienced-master-data-management-mdm-consultant-warszawa-data,Experienced Master Data Management (MDM) Consultant,Future Mind
1,1,https://justjoin.it/offers/moderna-poland-sp-z-o-o--senior-security-engineer-vulnerability-management-warszawa-security,"Senior Security Engineer, Vulnerability Management",MODERNA POLAND SP. Z O.O.
2,2,https://justjoin.it/offers/moderna-poland-sp-z-o-o--director-software-engineering-clinical-systems-warszawa-architecture,"Director, Software Engineering, Clinical Systems",MODERNA POLAND SP. Z O.O.
3,3,https://justjoin.it/offers/moderna-poland-sp-z-o-o--sr-application-developer-workday--warszawa-admin,Sr. Application Developer (Workday),MODERNA POLAND SP. Z O.O.
4,4,https://justjoin.it/offers/sunscrapers-senior-data-engineer-pacific-time--krakow-data,Senior Data Engineer (Pacific Time),Sunscrapers
5,5,https://justjoin.it/offers/tooploox-sp-z-o-o--java-developer-wroclaw-java,Senior Java Developera,Tooploox Sp. z o.o.
6,6,https://justjoin.it/offers/egnyte-poland-analytics-engineering-manager-poznan-analytics,Analytics Engineering Manager,Egnyte Poland
7,7,https://justjoin.it/offers/antal-sp-z-o-o--fullstack-engineer---tech-lead-krakow-java,Fullstack Engineer - Tech Lead,Antal Sp. z o.o.
8,8,https://justjoin.it/offers/nationale-nederlanden-developer-analityk-regul-prowizyjnych-warszawa-data,Developer/Analityk reguł prowizyjnych,Nationale-Nederlanden
9,9,https://justjoin.it/offers/hardware-direct-system-administrator-warszawa-admin,System Administrator,Hardware Direct
10,10,https://justjoin.it/offers/pse-innowacje-sp-z-o-o--full-stack-developer-java-angular--walbrzych-java,"Full Stack Developer (Java, Angular)",PSE Innowacje sp. z o.o.
11,11,https://justjoin.it/offers/cksource-senior-software-engineer-ai-enthusiast-warszawa-javascript,Senior Software Engineer / AI Enthusiast,CKSource
12,12,https://justjoin.it/offers/paramount-senior-test-automation-engineer-warszawa-python,Senior Test Automation Engineer,Paramount
13,13,https://justjoin.it/offers/paramount-senior-devops-engineer-warszawa-devops,Senior DevOps Engineer,Paramount
14,14,https://justjoin.it/offers/dmtech-polska-test-automation-engineer-z-j-niemieckim-wroclaw-testing,Test Automation Engineer z j.niemieckim,dmTECH Polska
15,15,https://justjoin.it/offers/alior-bank-sa-software-developer-fullstack-gdansk-java,Software Developer FullStack,Alior Bank SA
16,16,https://justjoin.it/offers/alior-bank-sa-it-project-manager-gdansk-pm,IT Project Manager,Alior Bank SA
17,17,https://justjoin.it/offers/sky-engine-limited-senior-devops-engineer-devops-lead-warszawa-devops,Senior DevOps Engineer / DevOps Lead,Sky Engine Limited
18,18,https://justjoin.it/offers/dcv-technologies-senior-java-full-stack-engineer-krakow-java,Senior Java Full stack Engineer,DCV Technologies
19,19,https://justjoin.it/offers/dcv-technologies-qa-lead-automation-krakow-testing,QA Lead Automation,DCV Technologies
20,20,https://justjoin.it/offers/tellent-senior-devops-engineer-poznan-devops-59004552,Senior DevOps Engineer,Tellent
21,21,https://justjoin.it/offers/dcv-technologies-talend-developer-warszawa-other,Talend Developer,DCV Technologies
22,22,https://justjoin.it/offers/dcv-technologies-microsoft-dynamics-365-finance-operations-functional-consultant-warszawa-other,Microsoft Dynamics 365 Finance & Operations Functional Consultant,DCV Technologies
23,23,https://justjoin.it/offers/dcv-technologies-oci-iam-solution-developer-poland-other,OCI-IAM Solution Developer,DCV Technologies
24,24,https://justjoin.it/offers/da-grasso-sp-z-o-o--starszy-specjalista-ds-it-lodz-admin,Starszy Specjalista ds. IT,Da Grasso Sp. z o. o.
25,25,https://justjoin.it/offers/team-connect-php-developer-warszawa-php,PHP Developer,Team Connect
26,26,https://justjoin.it/offers/mobica-senior-hardware-engineer-warszawa-other,Senior Hardware Engineer,Mobica
27,27,https://justjoin.it/offers/connectis-mobile-developer-android-ios--warszawa-mobile,Mobile Developer (Android/iOS),Connectis
28,28,https://justjoin.it/offers/mobica-hardware-architect-warszawa-architecture,Hardware Architect,Mobica
29,29,https://justjoin.it/offers/mobica-senior-hardware-architect-warszawa-architecture,Senior Hardware Architect,Mobica
30,30,https://justjoin.it/offers/connectis-project-manager-warszawa-pm-ce7ec5f8,Project Manager,Connectis
31,31,https://justjoin.it/offers/cloudflight-head-of-delivery-wroclaw-pm,Head of Delivery,Cloudflight
32,32,https://justjoin.it/offers/allegro-research-engineer-nlp--warszawa-ai,Research Engineer (NLP),Allegro
33,33,https://justjoin.it/offers/allegro-machine-learning-engineer-machine-learning-research-lab--warszawa-ai,Machine Learning Engineer (Machine Learning Research Lab),Allegro
34,34,https://justjoin.it/offers/allegro-mobile-manager-engineering-team-leader--warszawa-mobile,Mobile Manager Engineering (Team Leader),Allegro
35,35,https://justjoin.it/offers/youriteams-senior-devops-engineer-warszawa-devops,Senior DevOps Engineer,YourITeams
36,36,https://justjoin.it/offers/youriteams-salesforce-technical-architect-warszawa-architecture,Salesforce Technical Architect,YourITeams
37,37,https://justjoin.it/offers/youriteams-it-service-manager-warszawa-pm,IT Service Manager,YourITeams
38,38,https://justjoin.it/offers/kevin-edward-technical-architect-bruksela-java,Technical architect,Kevin Edward
39,39,https://justjoin.it/offers/emagine-polska-service-delivery-manager-with-rpa-uipath--krakow-pm,Service Delivery Manager with RPA (UIPath),emagine Polska
40,40,https://justjoin.it/offers/sigma-software-middle-senior-machine-learning-engineer-social-shopping-platform--warszawa-data,Middle/Senior Machine Learning Engineer (Social Shopping Platform),Sigma Software
41,41,https://justjoin.it/offers/b2bnetwork-java-developer-warszawa-java,Java Developer,B2Bnetwork
42,42,https://justjoin.it/offers/techland-incident-response-engineer-soc-analyst-tier-2--wroclaw-security,Incident Response Engineer/SOC Analyst Tier 2+,Techland
43,43,https://justjoin.it/offers/hays-poland-crm-creatio-engineer-warszawa-erp,CRM (Creatio) Engineer,Hays Poland
44,44,https://justjoin.it/offers/britenet-power-platform-developer-part-time--warszawa-data,Power Platform Developer (part-time),Britenet
45,45,https://justjoin.it/offers/itlt-salesforce-developer-warszawa-other,Salesforce Developer,ITLT
46,46,https://justjoin.it/offers/fakro-konsultant-systemu-erp-nowy-sacz-erp,Konsultant Systemu ERP,FAKRO
47,47,https://justjoin.it/offers/emagine-polska-business-consultants---eba-stress-testing-senior-expert-junior-level-needed--warszawa-analytics,Business Consultants - EBA stress testing,emagine Polska
48,48,https://justjoin.it/offers/mmc-polska-junior-frontend-developer-warszawa-php,Junior Frontend Developer,MMC Polska
49,49,https://justjoin.it/offers/mmc-polska-junior-frontend-developer-warszawa-javascript,Junior Frontend Developer,MMC Polska
50,50,https://justjoin.it/offers/mmc-polska-junior-frontend-developer-warszawa-html,Junior Frontend Developer,MMC Polska
51,51,https://justjoin.it/offers/eyzee-s-a--php-developer-gdansk-php,PHP Developer,Eyzee S.A.
52,52,https://justjoin.it/offers/atende-industries-starszy-programista-python-warszawa-python,Starszy Programista Python,Atende Industries
53,53,https://justjoin.it/offers/bluesoft-analityk-systemowy-regular-senior--warszawa-analytics,Analityk Systemowy (Regular/Senior),BlueSoft
54,54,https://justjoin.it/offers/brown-brothers-harriman-test-automation-architect-krakow-testing-22167fc4,Test Automation Architect,Brown Brothers Harriman
55,55,https://justjoin.it/offers/dmtech-polska-analityk-llm-z-j-niemieckim-wroclaw-other,Analityk LLM z j.niemieckim,dmTECH Polska
56,56,https://justjoin.it/offers/brown-brothers-harriman-test-automation-engineer-krakow-testing,Test Automation Engineer,Brown Brothers Harriman
57,57,https://justjoin.it/offers/antal-sp-z-o-o--senior-fullstack-developer-warszawa-javascript-734041bd,Senior Fullstack Developer,Antal Sp. z o.o.
58,58,https://justjoin.it/offers/toolkit3d-quality-assurance-engineer-krakow-testing-bd400518,Quality Assurance Engineer,Toolkit3D
59,59,https://justjoin.it/offers/g2a-software-engineer-go-rust--krakow-go,"Software Engineer (Go, Rust)",G2A
60,60,https://justjoin.it/offers/kyriba-senior-software-engineer-java-react--poland-remote--java,Senior Software Engineer (Java/React),Kyriba
61,61,https://justjoin.it/offers/bayer-sp-z-o-o-senior-software-engineer-full-stack-node-js-react-aws,"Senior Software Engineer - Full Stack (Node.JS, React, AWS)",Bayer Sp. z o.o.
62,62,https://justjoin.it/offers/mindpal-frontend-developer,Mid Frontend Developer,MindPal
63,63,https://justjoin.it/offers/airspace-intelligence-devops-sre-engineer-mid-senior-8f84dda9-256d-4f91-8178-350c63defe41,DevOps / SRE Engineer Mid-Senior,Air Space Intelligence
64,64,https://justjoin.it/offers/house-of-angular-mid-angular-developer-22af440a-8ebb-47f9-92db-188802d5d332,Mid Angular Developer,House of Angular
65,65,https://justjoin.it/offers/rars-starszy-specjalista-g-owny-specjalista-administrator-it-warszawa-admin,Starszy Specjalista/Główny Specjalista – Administrator IT,RARS
66,66,https://justjoin.it/offers/golem-factory-gmbh-senior-backend-software-engineer-rust--zug-c-3426bc21,Senior Backend Software Engineer (Rust),Golem Factory GmbH
67,67,https://justjoin.it/offers/n-ix-middle-c-network-software-engineer-krakow-c,Middle C++ Network Software Engineer,N-iX
68,68,https://justjoin.it/offers/spyrosoft-senior-java-fullstack-developer-wroclaw-java,Senior Java Fullstack Developer,Spyrosoft
69,69,https://justjoin.it/offers/primaris-lead-java-developer-warszawa-java,Lead Java Developer,Primaris
70,70,https://justjoin.it/offers/primaris-senior-java-scala-developer-warszawa-java,Senior Java/Scala Developer,Primaris
71,71,https://justjoin.it/offers/ciklum-expert-go-developer-gdansk-go,Expert Go Developer,Ciklum
72,72,https://justjoin.it/offers/dtiq-poland-sp-z-o-o--software-developer-gliwice-net,Software Developer,DTiQ Poland SP. z o.o.
73,73,https://justjoin.it/offers/inpost-full-stack-developer-krakow-javascript,Full Stack Developer,InPost
74,74,https://justjoin.it/offers/inpost-full-stack-developer-krakow-html,Full Stack Developer,InPost
75,75,https://justjoin.it/offers/e-file-remote-mid-full-stack-developer-poznan-javascript,Mid Full Stack Developer - Remote,e-file
76,76,https://justjoin.it/offers/axians-it-poland-sap-solution-architect,SAP Solution Architect,Axians IT Poland
77,77,https://justjoin.it/offers/connectis-tester-manualny-crm--warszawa-testing,Tester manualny (CRM),Connectis
78,78,https://justjoin.it/offers/keepit-junior-penetration-tester-krakow-security,Junior Penetration Tester,Keepit
79,79,https://justjoin.it/offers/rossmann-digital-product-manager-lodz-pm,Digital Product Manager,Rossmann
80,80,https://justjoin.it/offers/dcv-technologies-senior-backend-developer-warszawa-scala,Senior Backend Developer,DCV Technologies
81,81,https://justjoin.it/offers/stackbox-software-engineer-mobile-native-ios-android--essen-mobile-8bc3198d,Software Engineer Mobile Native (iOS/Android),Stackbox
82,82,https://justjoin.it/offers/doz-s-a--tester-oprogramowania-lodz-testing,Tester Oprogramowania,DOZ S.A.
83,83,https://justjoin.it/offers/dcv-technologies-senior-business-analyst-warszawa-analytics,Senior Business Analyst,DCV Technologies
84,84,https://justjoin.it/offers/stackbox-gmbh-software-engineer-full-stack-java-angular--essen-java,Software Engineer (Full Stack / Java / Angular),Stackbox GmbH
85,85,https://justjoin.it/offers/ergo-technology-services-software-engineer-angular--warszawa-javascript,Software Engineer (Angular),ERGO Technology & Services
86,86,https://justjoin.it/offers/ergo-technology-services-devops-engineer-azure--warszawa-devops,DevOps Engineer (Azure),ERGO Technology & Services
87,87,https://justjoin.it/offers/dcv-technologies-data-engineer-scientist-poland-remote--data,Data Engineer/Scientist,DCV Technologies
88,88,https://justjoin.it/offers/experis-manpower-group-software-pre-sales-engineer-warszawa-other,Software Pre-Sales Engineer,Experis Manpower Group
89,89,https://justjoin.it/offers/team-up-dynamics-365-supply-chain-consultant-lodz-erp-cbb64bcf,Dynamics 365 Supply Chain Consultant,Team Up
90,90,https://justjoin.it/offers/greenminds-sp-z-o-o--inzynier-systemowy-ds-wdrozen-warszawa-support,Inżynier systemowy ds. wdrożeń,GreenMinds Sp. z o.o.
91,91,https://justjoin.it/offers/orlen-s-a--programista-abap-w-zespole-aplikacji-finansowo-ksiegowych-obszar-it--warszawa-erp,Programista ABAP w Zespole Aplikacji Finansowo-Księgowych (Obszar IT),ORLEN S.A.
92,92,https://justjoin.it/offers/orlen-s-a--kierownik-projektu-w-dziale-aplikacji-hurtu-i-logistyki-plock-pm,Kierownik Projektu w Dziale Aplikacji Hurtu i Logistyki,ORLEN S.A.
93,93,https://justjoin.it/offers/pragmile-ai-nlp-developer-warszawa-python,AI/NLP Developer,Pragmile
94,94,https://justjoin.it/offers/link-group-senior-developer-lowcode-outsystems--warszawa-pm,Senior Developer LowCode (Outsystems),Link Group
95,95,https://justjoin.it/offers/itlt-ai-ml-engineer-warszawa-ai,AI / ML Engineer,ITLT
96,96,https://justjoin.it/offers/bolt-senior-software-engineer-wroclaw-go,Senior Software Engineer,Bolt
97,97,https://justjoin.it/offers/connectis-fullstack-java-angular-developer-wroclaw-javascript,Fullstack (Java+Angular) Developer,Connectis
98,98,https://justjoin.it/offers/dtiq-poland-sp-z-o-o--configuration-technician-gliwice-support,Configuration Technician,DTiQ Poland SP. z o.o.
99,99,https://justjoin.it/offers/connectis-fullstack-java-angular-developer-wroclaw-java,Fullstack (Java+Angular) Developer,Connectis
100,100,https://justjoin.it/offers/rits-professional-services-tandem-system-engineer-krakow-other,Tandem System Engineer,RITS Professional Services
101,101,https://justjoin.it/offers/product-madness-qa-manual-warszawa-testing,QA Manual,Product Madness
102,102,https://justjoin.it/offers/product-madness-database-developer-warszawa-data,Database Developer,Product Madness
103,103,https://justjoin.it/offers/product-madness-software-engineer-net--warszawa-net,Software Engineer (.NET),Product Madness
104,104,https://justjoin.it/offers/fiberhost-administrator-systemow-informatycznych-szczecin-devops,Administrator Systemów Informatycznych,Fiberhost
105,105,https://justjoin.it/offers/fiberhost-administrator-systemow-informatycznych-szczecin-python,Administrator Systemów Informatycznych,Fiberhost
106,106,https://justjoin.it/offers/fiberhost-administrator-systemow-informatycznych-szczecin-php,Administrator Systemów Informatycznych,Fiberhost
107,107,https://justjoin.it/offers/fiberhost-senior-helpdesk-specialist-wysogotowo-support,Senior Helpdesk Specialist,Fiberhost
108,108,https://justjoin.it/offers/fiberhost-software-developer-in-webmethods-torun-php,Software Developer in webMethods,Fiberhost
109,109,https://justjoin.it/offers/a4bee-fullstack-developer-warszawa-java,FullStack Developer,A4BEE
110,110,https://justjoin.it/offers/bwi-poland-technologies-sp-z-o-o--diagnostic-communication-test-engineer-balice-testing,Diagnostic & communication Test Engineer,BWI Poland Technologies sp. z o.o.
111,111,https://justjoin.it/offers/bwi-poland-technologies-sp-z-o-o--software-test-engineer-balice-testing,Software Test Engineer,BWI Poland Technologies sp. z o.o.
112,112,https://justjoin.it/offers/bwi-poland-technologies-sp-z-o-o--electronics-test-engineer-balice-testing,Electronics Test Engineer,BWI Poland Technologies sp. z o.o.
113,113,https://justjoin.it/offers/bwi-poland-technologies-sp-z-o-o--aspice-process-requirements-and-administration-engineer-balice-other,"ASPICE process, requirements and administration Engineer",BWI Poland Technologies sp. z o.o.
114,114,https://justjoin.it/offers/baselinker-it-specialist-warszawa-security,IT Specialist,Baselinker
115,115,https://justjoin.it/offers/bwi-poland-technologies-sp-z-o-o--software-test-engineer-balice-c,Software Test Engineer,BWI Poland Technologies sp. z o.o.
116,116,https://justjoin.it/offers/itlt-java-developer-warszawa-java-97a354b6,Java Developer,ITLT
117,117,https://justjoin.it/offers/strive-sp-z-o-o--senior-sap-developer-gdansk-erp-eb69f4c8,Senior SAP Developer,STRIVE Sp. z o.o.
118,118,https://justjoin.it/offers/er-group--net-developer-warszawa-net-748bd1e0,.Net Developer,ER Group
119,119,https://justjoin.it/offers/fakro-kierownik-zespolu-ds-infrastruktury-i-utrzymania-uslug-it-nowy-sacz-devops,Kierownik Zespołu ds. Infrastruktury i Utrzymania Usług IT,FAKRO
120,120,https://justjoin.it/offers/fakro-kierownik-zespolu-ds-infrastruktury-i-utrzymania-uslug-it-nowy-sacz-admin,Kierownik Zespołu ds. Infrastruktury i Utrzymania Usług IT,FAKRO
121,121,https://justjoin.it/offers/itlt-ms-dynamics-365-crm-consultant-warszawa-net,MS Dynamics 365 CRM Consultant,ITLT
122,122,https://justjoin.it/offers/alior-bank-sa-it-project-manager-krakow-pm-8199c1c7,IT Project Manager,Alior Bank SA
123,123,https://justjoin.it/offers/gaia-sp-z-o-o--it-specialist-bialystok-php,IT Specialist,Gaia Sp. z o.o.
124,124,https://justjoin.it/offers/connectis-fullstack-net-developer-angular--warszawa-net,Fullstack .Net Developer (Angular),Connectis
125,125,https://justjoin.it/offers/dcg-it-manager-warszawa-pm,IT Manager,DCG
126,126,https://justjoin.it/offers/9bits-sp-z-o-o--analityk-biznesowy-warszawa-pm,Analityk Biznesowy,9bits sp. z o.o.
127,127,https://justjoin.it/offers/itcard-s-a--junior-it-application-manager-warszawa-support-ac4f1518,Junior IT Application Manager,ITCARD S.A.
128,128,https://justjoin.it/offers/rossmann-it-team-manager-systemy-finansowe--lodz-pm,IT Team Manager (Systemy Finansowe),Rossmann
129,129,https://justjoin.it/offers/bluesoft-tester-automatyzujacy-warszawa-testing,Tester automatyzujący,BlueSoft
130,130,https://justjoin.it/offers/in-team--net-developer-warszawa-net,.Net Developer,IN Team
131,131,https://justjoin.it/offers/sybilla-technologies-linux-administrator-bydgoszcz-admin,Linux Administrator,Sybilla Technologies
132,132,https://justjoin.it/offers/air-space-intelligence-senior-software-engineer-gdansk-python-919273e6,Senior Software Engineer,Air Space Intelligence
133,133,https://justjoin.it/offers/itlt-react-developer-warszawa-javascript,React Developer,ITLT
134,134,https://justjoin.it/offers/britenet-trackwise-support-engineer-warszawa-support,Trackwise Support Engineer,Britenet
135,135,https://justjoin.it/offers/dsv-iss-senior-java-developer-warszawa-java,Senior Java Developer,DSV ISS
136,136,https://justjoin.it/offers/aspire-systems-poland-java-developer-krakow-java,Java Developer,Aspire Systems Poland
137,137,https://justjoin.it/offers/polska-press-sp-z-o-o--inzynier-danych-warszawa-data,Inżynier Danych,Polska Press sp. z o.o.
138,138,https://justjoin.it/offers/techtorch-business-analyst-warszawa-analytics-ff93081e,Business Analyst,TechTorch
139,139,https://justjoin.it/offers/allegro-ux-designer-warszawa-ux-d5783ffc,UX Designer,Allegro
140,140,https://justjoin.it/offers/qodeca-senior-project-manager-warszawa-pm,Senior Project Manager,Qodeca
141,141,https://justjoin.it/offers/zabka-future-senior-java-developer-she-he-they--poznan-java-1ed5e0a5,Senior Java Developer (she/he/they),Żabka Future
142,142,https://justjoin.it/offers/itlt-analityk-systemowy-systems-analyst-warszawa-analytics,Analityk Systemowy / Systems Analyst,ITLT
143,143,https://justjoin.it/offers/itlt-iam-systems-expert-keycloak--warszawa-security,IAM Systems Expert (Keycloak),ITLT
144,144,https://justjoin.it/offers/volkswagen-financial-services-it-application-technical-analyst-application-manager-warszawa-analytics,IT Application Technical Analyst / Application Manager,Volkswagen Financial Services
145,145,https://justjoin.it/offers/peopletrust-sp-z-o-o--analityk-biznesowo-systemowy-lodz-analytics-a8fed602,Analityk biznesowo-systemowy,PeopleTrust Sp. z o.o.
146,146,https://justjoin.it/offers/comscore-via-cc--snowflake-engineer-wroclaw-data,Snowflake Engineer,ComScore (via CC)
147,147,https://justjoin.it/offers/link-group-sap-basis-sap-technical-architect-with-german-warszawa-erp,SAP Basis/SAP Technical Architect with German,Link Group
148,148,https://justjoin.it/offers/oodi-psa-team-lead-warszawa-architecture,Team Lead,Oodi PSA
149,149,https://justjoin.it/offers/oodi-psa-team-lead-warszawa-net,Team Lead,Oodi PSA
150,150,https://justjoin.it/offers/oviva-staff-devops-site-reliability-engineer-warszawa-devops,Staff DevOps / Site Reliability Engineer,Oviva
151,151,https://justjoin.it/offers/netzsch-instrumenty-software-tester-krakow-testing,Software Tester,NETZSCH Instrumenty
152,152,https://justjoin.it/offers/haddad-brands-europe-it-director-paris--warszawa-pm-00fd9289,IT Director (Paris),Haddad Brands Europe
153,153,https://justjoin.it/offers/smartbear-senior-qa-engineer---readyapi-wroclaw-testing,Senior QA Engineer – ReadyAPI,SmartBear
154,154,https://justjoin.it/offers/meritus-systemy-informatyczne-deloper-sql-wdrozeniowiec-systemu-wms-warszawa-data,SQL Developer,Meritus Systemy Informatyczne
155,155,https://justjoin.it/offers/haddad-brands-europe-functional-d365-administrator-partly-in-paris--warszawa-erp-448d0b0f,Functional D365 Administrator (Partly in Paris),Haddad Brands Europe
156,156,https://justjoin.it/offers/fiberhost-administrator-systemow-informatycznych-poznan-admin,Administrator Systemów Informatycznych,Fiberhost
157,157,https://justjoin.it/offers/datumo-data-engineer-poznan-data,Data Engineer,Datumo
158,158,https://justjoin.it/offers/netia-s-a-programista-fullstack-warszawa,Programista Fullstack,Netia S.A.
159,159,https://justjoin.it/offers/resilio-pol-sp-z-o-o--developer-c--warszawa-c,Developer C++,Resilio POL Sp. z o.o.
160,160,https://justjoin.it/offers/golem-factory-gmbh-senior-backend-software-engineer-rust--zug-devops-4ff36776,Senior Backend Software Engineer (Rust),Golem Factory GmbH
161,161,https://justjoin.it/offers/vm-pl-php-developer-with-german-wroclaw-php,PHP Developer with German,VM.PL
162,162,https://justjoin.it/offers/hn-experts-senior-business-analyst-with-german-lublin-366266,Senior Business Analyst with German,HN EXPERTS
163,163,https://justjoin.it/offers/dcv-technologies-devops-sre-poland-remote--devops,DevOps SRE,DCV Technologies
164,164,https://justjoin.it/offers/connectis-tester-manualna-warszawa-testing,Tester manualna,Connectis
165,165,https://justjoin.it/offers/ergo-technology-services-pmo-officer-warszawa-pm,PMO Officer,ERGO Technology & Services
166,166,https://justjoin.it/offers/ergo-technology-services-senior-pmo-officer-warszawa-pm-81cff2bb,Senior PMO Officer,ERGO Technology & Services
167,167,https://justjoin.it/offers/aleno-full-stack-engineer-wroclaw-javascript,Full Stack Engineer,aleno
168,168,https://justjoin.it/offers/itlt-devops-cloud-engineer-admin-warszawa-devops-8eb05f2d,DevOps // Cloud Engineer // Admin,ITLT
169,169,https://justjoin.it/offers/aleno-data-engineer-bi-developer-wroclaw-data,Data Engineer / BI Developer,aleno
170,170,https://justjoin.it/offers/six-senior-devops-engineer-warszawa-devops,Senior DevOps Engineer,SIX
171,171,https://justjoin.it/offers/experis-manpower-group-technical-architect-green-it--krakow-architecture,Technical Architect (Green IT),Experis Manpower Group
172,172,https://justjoin.it/offers/cd-projekt-red-ms-dynamics-365-senior-specialist-warszawa-erp,MS Dynamics 365 Senior Specialist,CD PROJEKT RED
173,173,https://justjoin.it/offers/itlt-fullstack-developer-python-react--warszawa-python,"Fullstack Developer (Python, React)",ITLT
174,174,https://justjoin.it/offers/pragmile-ai-ml-engineer-warszawa-python,AI/ML Engineer,Pragmile
175,175,https://justjoin.it/offers/splunk-senior-software-engineer-cloud-infrastructure-30753--krakow-go,"Senior Software Engineer, Cloud Infrastructure (30753)",Splunk
176,176,https://justjoin.it/offers/lukasiewicz---pit--kierownik-grupy-badawczej-informatyki--poznan-pm,🔎Kierownik Grupy Badawczej Informatyki🔍,Łukasiewicz - PIT
177,177,https://justjoin.it/offers/product-madness--net-developer-mid-senior--warszawa-net,.NET Developer (mid-senior),Product Madness
178,178,https://justjoin.it/offers/connectis-administrator-jira-warszawa-admin,Administrator Jira,Connectis
179,179,https://justjoin.it/offers/product-madness-senior-qa-automation-with-c--warszawa-testing,Senior QA Automation (with C#),Product Madness
180,180,https://justjoin.it/offers/product-madness-product-owner-business-analyst-warszawa-pm,Product Owner/Business Analyst,Product Madness
181,181,https://justjoin.it/offers/iview-recruitment-ai-engineer-warszawa-ai,AI Engineer,iView Recruitment
182,182,https://justjoin.it/offers/mobica-expert-machine-learning-engineer-gdansk-ai,Expert Machine Learning Engineer,Mobica
183,183,https://justjoin.it/offers/remitly-engineering-manager-krakow-java,Engineering Manager,Remitly
184,184,https://justjoin.it/offers/bwi-poland-technologies-sp-z-o-o--diagnostic-communication-test-engineer-balice-c,Diagnostic & communication Test Engineer,BWI Poland Technologies sp. z o.o.
185,185,https://justjoin.it/offers/machineportal-com-sp-z-o-o--backend-developer-plock-php,Backend Developer,Machineportal.com Sp. z o.o.
186,186,https://justjoin.it/offers/revalize-business-services-software-engineer-integration--poznan-java,Software Engineer (Integration),Revalize Business Services
187,187,https://justjoin.it/offers/leovegas-domain-architect-warszawa-architecture,Domain Architect,LeoVegas
188,188,https://justjoin.it/offers/antal-sp-z-o-o--site-reliability-engineer-warszawa-java,Site Reliability Engineer,Antal Sp. z o.o.
189,189,https://justjoin.it/offers/blue-station-polska-sp-z-o-o--back-end-developer-lodz-python,Back End Developer,Blue Station Polska sp. z o.o.
190,190,https://justjoin.it/offers/volkswagen-financial-services-programista-baz-danych-oracle-warszawa-data,Programista baz danych Oracle,Volkswagen Financial Services
191,191,https://justjoin.it/offers/itlt-tester-manualny-test-engineer-manual-qa-specialist-warszawa-testing-9f552a03,Tester Manualny / Test Engineer / Manual QA Specialist,ITLT
192,192,https://justjoin.it/offers/t-mobile-polska-s-a--automation-test-engineer---digital-experience-tribe-warszawa-testing-429cee22,Automation Test Engineer - Digital Experience Tribe,T-Mobile Polska S.A.
193,193,https://justjoin.it/offers/netguru-fullstack-developer-with-react-js-and-ruby-on-rails-warszawa-javascript,Fullstack Developer with React.js and Ruby on Rails,Netguru
194,194,https://justjoin.it/offers/ergo-technology-services-software-engineer-power-bi--warszawa-data,Software Engineer (Power BI),ERGO Technology & Services
195,195,https://justjoin.it/offers/getindata-part-of-xebia-senior-data-engineer-azure--warszawa-data-9dc0eab8,Senior Data Engineer (Azure),GetInData | Part of Xebia
196,196,https://justjoin.it/offers/gr8-tech-data-analyst-poland-remote--analytics,Data Analyst,GR8 Tech
197,197,https://justjoin.it/offers/research-com-remote-senior-javascript-developer-team-leader-warszawa-javascript-89e8cbeb,Remote Senior JavaScript Developer / Team Leader,Research.com
198,198,https://justjoin.it/offers/research-com-remote-python-developer-warszawa-python-798edce8,Remote Python Developer,Research.com
199,199,https://justjoin.it/offers/neogames-help-desk-engineer-desktop-support-analyst--krakow-support,Help Desk Engineer (Desktop Support Analyst),NeoGames
200,200,https://justjoin.it/offers/zen-com-qa-automation-engineer-mobile--rzeszow-testing,QA Automation Engineer (Mobile),ZEN.COM
201,201,https://justjoin.it/offers/allegro-senior-data-scientist-allegro-pay--warszawa-data,Senior Data Scientist (Allegro Pay),Allegro
202,202,https://justjoin.it/offers/avenga-analityk-biznesowo-systemowy-warszawa-analytics,Analityk Biznesowo-Systemowy,Avenga
203,203,https://justjoin.it/offers/affirm-senior-software-engineer-repayment-ux--warszawa-python,Senior Software Engineer (Repayment UX),Affirm
204,204,https://justjoin.it/offers/allegro-junior-software-engineer-java-kotlin--poznan-java,Junior Software Engineer (Java/Kotlin),Allegro
205,205,https://justjoin.it/offers/emagine-polska-senior-network-engineer-with-algosec-warszawa-security,Senior Network Engineer with AlgoSec,emagine Polska
206,206,https://justjoin.it/offers/gr8-tech-middle-qa-engineer-poland-remote--testing,Middle QA Engineer,GR8 Tech
207,207,https://justjoin.it/offers/1dea-senior-fullstack-python-vue--warszawa-python,Senior Fullstack (Python + Vue),1dea
208,208,https://justjoin.it/offers/wirtualna-polska-media-s-a--senior-backend-developer-warszawa-go,Senior Backend Developer,Wirtualna Polska Media S.A.
209,209,https://justjoin.it/offers/clearcourse-dev-qa-automation-engineer-krakow-testing-45085b40,QA Automation Engineer,ClearCourse Dev
210,210,https://justjoin.it/offers/clearcourse-dev--net-developer-krakow-net-3cb6d4c2,.Net Developer,ClearCourse Dev
211,211,https://justjoin.it/offers/classen-pol-s-a--specjalista-sap---abap-zwonowice-erp-a2f4cf30,Specjalista SAP - ABAP,CLASSEN POL S.A.
212,212,https://justjoin.it/offers/banqsoft-software-architect-banqview--gdansk-net,Software Architect (Banqview),Banqsoft
